Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Human_adenovirus_63	NA	0	0	0	0	0
Human_adenovirus_64	NA	0	0	0	0	0
Human_adenovirus_65	NA	0	0	0	0	0
Human_adenovirus_66	NA	0	0	0	0	0
Human_adenovirus_67	NA	0	0	0	0	0
Human_adenovirus_68	NA	0	0	0	0	0
Human_adenovirus_69	NA	0	0	0	0	0
Human_adenovirus_7	NA	0	0	0	0	0
Human_adenovirus_71	NA	0	0	0	0	0
Human_adenovirus_7428	NA	0	0	0	0	0
Human_adenovirus_7620	NA	0	0	0	0	0
Human_adenovirus_7961	NA	0	0	0	0	0
Human_adenovirus_7a	NA	0	0	0	0	0
Human_adenovirus_7d	NA	0	0	0	0	0
Human_adenovirus_7d2	NA	0	0	0	0	0
Human_adenovirus_7h	NA	0	0	0	0	0
Human_adenovirus_7l	NA	0	0	0	0	0
Human_adenovirus_7m	NA	0	0	0	0	0
Human_adenovirus_7p	NA	0	0	0	0	0
Human_adenovirus_8E	NA	0	0	0	0	0
Human_adenovirus_9042	NA	0	0	0	0	0
Human_adenovirus_9052	NA	0	0	0	0	0
Human_adenovirus_9431	NA	0	0	0	0	0
Human_adenovirus_A02-2B-2	NA	0	0	0	0	0
Human_adenovirus_A03-2B-1	NA	0	0	0	0	0
Human_adenovirus_ATCC_VR-1501	NA	0	0	0	0	0
Human_adenovirus_ATCC_VR-1502	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin003/02/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin004/02/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin131/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin524/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin604/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin619/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin643/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin682/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin718/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin749/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin769/01/DE	NA	0	0	0	0	0
Human_adenovirus_AdV/Berlin859/01/DE	NA	0	0	0	0	0
Human_adenovirus_B1	NA	0	0	0	0	0
Human_adenovirus_B2	NA	0	0	0	0	0
Human_adenovirus_B3	NA	0	0	0	0	0
Human_adenovirus_Chiba_E086/2012	NA	0	0	0	0	0
Human_adenovirus_D10	NA	0	0	0	0	0
Human_adenovirus_D13	NA	0	0	0	0	0
Human_adenovirus_D15H9	NA	0	0	0	0	0
Human_adenovirus_D17H29	NA	0	0	0	0	0
Human_adenovirus_D19H30	NA	0	0	0	0	0
Human_adenovirus_D30H44	NA	0	0	0	0	0
Human_adenovirus_D37	NA	0	0	0	0	0
Human_adenovirus_D37H13	NA	0	0	0	0	0
Human_adenovirus_D37H17	NA	0	0	0	0	0
Human_adenovirus_D46H13	NA	0	0	0	0	0
Human_adenovirus_D8	NA	0	0	0	0	0
Human_adenovirus_D9	NA	0	0	0	0	0
Human_adenovirus_E4	NA	0	0	0	0	0
Human_adenovirus_H02-2B-2	NA	0	0	0	0	0
Human_adenovirus_H02-2B-3	NA	0	0	0	0	0
Human_adenovirus_H03-2B-1	NA	0	0	0	0	0
Human_adenovirus_H08-2B-2	NA	0	0	0	0	0
Human_adenovirus_I02-2B-2	NA	0	0	0	0	0
Human_adenovirus_I05-2B-2	NA	0	0	0	0	0
Human_adenovirus_LZY153B	NA	0	0	0	0	0
Human_adenovirus_MKJ/Chennai/2010	NA	0	0	0	0	0
Human_adenovirus_RKI-2797/04	NA	0	0	0	0	0
Human_adenovirus_S02-2B-1	NA	0	0	0	0	0
Human_adenovirus_S03-2B-1	NA	0	0	0	0	0
Human_adenovirus_S03-2B-2	NA	0	0	0	0	0
Human_adenovirus_S03-2B-3	NA	0	0	0	0	0
Human_adenovirus_S05-2B-2	NA	0	0	0	0	0
Human_adenovirus_S06-2B-3	NA	0	0	0	0	0
Human_adenovirus_S07-2B-2	NA	0	0	0	0	0
Human_adenovirus_S08-2B-3	NA	0	0	0	0	0
Human_adenovirus_S10-1-6	NA	0	0	0	0	0
Human_adenovirus_isolate_MY7/1	NA	0	0	0	0	0
Human_adenovirus_isolate_MY8/1	NA	0	0	0	0	0
Human_adenovirus_isolate_SGH2289	NA	0	0	0	0	0
Human_adenovirus_isolate_SGH5253	NA	0	0	0	0	0
Human_adenovirus_type_35p	NA	0	0	0	0	0
Human_hepatitis_A_virus	NA	0	0	0	0	0
JC_polyomavirus	NA	0	0	0	0	0
JC_virus_x_BK_virus	NA	0	0	0	0	0
Klebsiella_oxytoca	NA	0	0	0	0	0
Klebsiella_pneumoniae	Klebsiella_pneumoniae	1	1	1	1	5435743
Klebsiella_pneumoniae_subsp._pneumoniae	Klebsiella_pneumoniae_subsp._pneumoniae	0.178	1	6	6	5344576
Klebsiella_pneumoniae_subsp._rhinoscleromatis	NA	0	0	0	0	0
Legionella_pneumophila	NA	0	0	0	0	0
Leptospira_alexanderi	NA	0	0	0	0	0
Leptospira_alstonii	NA	0	0	0	0	0
Leptospira_borgpetersenii	NA	0	0	0	0	0
Leptospira_broomii	NA	0	0	0	0	0
Leptospira_fainei	NA	0	0	0	0	0
Leptospira_inadai	NA	0	0	0	0	0
Leptospira_interrogans	NA	0	0	0	0	0
Leptospira_kirschneri	NA	0	0	0	0	0
Leptospira_kmetyi	NA	0	0	0	0	0
Leptospira_licerasiae	NA	0	0	0	0	0
Leptospira_noguchii	NA	0	0	0	0	0
Leptospira_santarosai	NA	0	0	0	0	0
Leptospira_weilii	NA	0	0	0	0	0
Leptospira_wolffii	NA	0	0	0	0	0
Methanobrevibacter_oralis	NA	0	0	0	0	0
Moraxella_catarrhalis	NA	0	0	0	0	0
Mycobacterium_avium	NA	0	0	0	0	0
Mycobacterium_canettii	NA	0	0	0	0	0
Mycobacterium_colombiense	NA	0	0	0	0	0
Mycobacterium_intracellulare	NA	0	0	0	0	0
Mycobacterium_kansasii	NA	0	0	0	0	0
Mycobacterium_leprae	NA	0	0	0	0	0
Mycobacterium_tuberculosis_complex	NA	0	0	0	0	0
Mycoplasma_pneumoniae	NA	0	0	0	0	0
Neisseria	Neisseria_meningitidis	1	14	14	14	2273677
Neisseria_gonorrhoeae	Neisseria_gonorrhoeae	1	1	1	1	2168698
Neisseria_meningitidis	Neisseria_meningitidis	0.817	188	231	231	2273677
Neisseria_meningitidis_LNP21362	Neisseria_meningitidis_G2136	1	1	1	1	2184862
Neisseria_meningitidis_M04-240196	Neisseria_meningitidis_M04-240196	1	1	1	1	2250449
Neisseria_meningitidis_MC58	Neisseria_meningitidis_MC58	1	1	1	1	2272360
Neisseria_meningitidis_serogroup_B	Neisseria_meningitidis_H44/76	1	1	1	1	2240883
Parvimonas_micra	NA	0	0	0	0	0
Peptostreptococcus_anaerobius	NA	0	0	0	0	0
Plasmodium_falciparum	NA	0	0	0	0	0
Plasmodium_falciparum_3D7	Plasmodium_falciparum_3D7	1	2	2	2	2271478
Plasmodium_vivax	NA	0	0	0	0	0
Plasmodium_vivax_Sal-1	Homo_sapiens	0.792	7	9	9	64444167
Pneumocystis_carinii	NA	0	0	0	0	0
Pneumocystis_carinii_B80	Pneumocystis_carinii_B80	1	1	1	1	564504
Pneumocystis_jirovecii	NA	0	0	0	0	0
Pneumocystis_jirovecii_RU7	Homo_sapiens	1	1	1	1	80373285
Porphyromonas_gingivalis	NA	0	0	0	0	0
Porphyromonas_gingivalis_W83	NA	0	0	0	0	0
Rickettsia_africae	NA	0	0	0	0	0
Rickettsia_akari	NA	0	0	0	0	0
Rickettsia_conorii	NA	0	0	0	0	0
Rickettsia_felis	NA	0	0	0	0	0
Rickettsia_japonica	NA	0	0	0	0	0
Rickettsia_prowazekii	NA	0	0	0	0	0
Rickettsia_rickettsii	NA	0	0	0	0	0
Rickettsia_sibirica	NA	0	0	0	0	0
Rickettsia_typhi	NA	0	0	0	0	0
Salmonella_enterica_subsp._enterica	NA	0	0	0	0	0
Salmonella_typhimurium_TR7095	NA	0	0	0	0	0
Schistosoma_mansoni	Schistosoma_mansoni	0.001	290	290	290	1227
Shigella_boydii	NA	0	0	0	0	0
Shigella_boydii_CDC_3083-94	Shigella_boydii_CDC_3083-94	1	1	1	1	4615997
Shigella_dysenteriae	NA	0	0	0	0	0
Shigella_flexneri	Shigella_flexneri_2a_str._2457T	1	1	1	1	4599354
Shigella_sonnei	NA	0	0	0	0	0
Staphylococcus_aureus	Staphylococcus_aureus_subsp._aureus_USA300_TCH1516	0.74	1387	1974	1974	2872915
Staphylococcus_aureus_subsp._aureus	Staphylococcus_aureus_subsp._aureus	0.048	0	3	3	32417
Staphylococcus_aureus_subsp._aureus_ED98	Staphylococcus_aureus_subsp._aureus_ED98	0.168	0	3	3	17256
Staphylococcus_aureus_subsp._aureus_USA300_TCH1516	Staphylococcus_aureus_subsp._aureus_USA300_TCH1516	1	1	1	1	2872915
Streptococcus	Streptococcus_mutans_UA159	0.522	125	322	322	2032925
Streptococcus_agalactiae	Streptococcus_agalactiae_2603V/R	0.779	626	826	826	2160267
Streptococcus_agalactiae_2603V/R	Streptococcus_agalactiae_2603V/R	0.857	12	14	14	2160267
Streptococcus_gordonii	NA	0	0	0	0	0
Streptococcus_gordonii_str._Challis_substr._CH1	NA	0	0	0	0	0
Streptococcus_intermedius	Streptococcus_intermedius	1	1	1	1	1908201
Streptococcus_mutans	Streptococcus_mutans_UA159	0.496	4147	13027	13027	2032925
Streptococcus_mutans_GS-5	Streptococcus_mutans_GS-5	1	1	1	1	2027088
Streptococcus_mutans_LJ23	Streptococcus_mutans_LJ23	0.713	5	7	7	2015626
Streptococcus_mutans_NN2025	Streptococcus_mutans_NN2025	1	4	4	4	2013587
Streptococcus_mutans_UA159	Streptococcus_mutans_UA159	0.612	3	5	5	2032925
Streptococcus_mutans_UA159-FR	Streptococcus_mutans_UA159-FR	1	2	2	2	2031692
Streptococcus_pneumoniae	Streptococcus_pneumoniae_TIGR4	0.686	9	13	13	2163340
Streptococcus_pneumoniae_CGSP14	Streptococcus_pneumoniae_CGSP14	1	1	1	1	2209198
Streptococcus_pyogenes	Streptococcus_pyogenes_NZ131	1	3	3	3	1815785
Streptococcus_troglodytae	Streptococcus_troglodytae	1	2	2	2	2097874
Taenia_solium	Taenia_solium	0.056	0	11	11	219183
Tannerella_forsythia	NA	0	0	0	0	0
Tannerella_forsythia_92A2	NA	0	0	0	0	0
Toxoplasma_gondii	NA	0	0	0	0	0
Toxoplasma_gondii_ME49	Toxoplasma_gondii_ME49	0	11554	11554	11554	880
Treponema	NA	0	0	0	0	0
Treponema_denticola	NA	0	0	0	0	0
Treponema_denticola_ATCC_35405	NA	0	0	0	0	0
Treponema_pallidum	NA	0	0	0	0	0
Treponema_pallidum_subsp._pallidum	NA	0	0	0	0	0
Treponema_pallidum_subsp._pertenue	NA	0	0	0	0	0
Trichinella_spiralis	Homo_sapiens	0.12	2	17	17	46709983
Trypanosoma_brucei	NA	0	0	0	0	0
Trypanosoma_brucei_gambiense_DAL972	Trypanosoma_brucei_gambiense_DAL972	1	1	1	1	1385737
Trypanosoma_cruzi	NA	0	0	0	0	0
Trypanosoma_cruzi_strain_CL_Brener	Trypanosoma_cruzi_strain_CL_Brener	0.061	0	12	12	640
Variola_major_virus	NA	0	0	0	0	0
Variola_minor_virus	NA	0	0	0	0	0
Veillonella_parvula	NA	0	0	0	0	0
Vibrio_cholerae	NA	0	0	0	0	0
Vibrio_parahaemolyticus	NA	0	0	0	0	0
Vibrio_vulnificus	NA	0	0	0	0	0
Yersinia_enterocolitica	NA	0	0	0	0	0
Yersinia_pestis	NA	0	0	0	0	0
Yersinia_pseudotuberculosis	NA	0	0	0	0	0
Yersinia_pseudotuberculosis_complex	NA	0	0	0	0	0
